x,y,z,type
-610.1389702063632,354.891237967141,0.0,B cell
-605.2393091915302,194.20816295280713,0.0,B cell
-619.290310863169,163.9501803735842,0.0,B cell
-470.0262545318335,324.69815623673685,0.0,B cell
-566.3647920598536,325.46913466828823,0.0,B cell
-576.5094174186894,261.73470367768357,0.0,B cell
-575.829884347316,263.3174883744638,0.0,B cell
-553.658348527168,135.7776912419739,0.0,B cell
-202.5192390283196,-182.35721820782965,0.0,B cell
-19.990512624123653,457.00370422517426,0.0,B cell
-146.77634292242658,63.803420239826664,0.0,B cell
-159.2453944284806,66.59062603009295,0.0,B cell
-148.1691112863681,421.57400346268264,0.0,B cell
-104.56235293581904,615.364214738798,0.0,B cell
-93.17478965927057,542.3980713181732,0.0,B cell
-101.18712362906558,546.6787027730197,0.0,B cell
-38.36887949733705,391.8168037930807,0.0,B cell
-31.604298048281294,566.5146104695768,0.0,B cell
-23.70276414283751,571.9946558307606,0.0,B cell
-47.59866608614584,546.9054384782853,0.0,B cell
-48.71841436104489,545.6397756342831,0.0,B cell
-59.09792815294168,540.2139106058412,0.0,B cell
-59.63138616844731,543.7242055762069,0.0,B cell
-61.24607563462507,542.553294119796,0.0,B cell
-53.65370343828636,542.0100785088227,0.0,B cell
-48.354237788007595,590.109246652745,0.0,B cell
-43.56146096039515,561.60936451523,0.0,B cell
-44.2858340346354,555.2483109946284,0.0,B cell
-45.07626346241875,551.503320175324,0.0,B cell
-44.60122263032224,553.6005612543236,0.0,B cell
-50.515095821682735,548.0151081841802,0.0,B cell
-76.54797536764977,538.9942111720798,0.0,B cell
-63.00436866045288,539.9364610820139,0.0,B cell
-64.74860304543779,539.0848540984202,0.0,B cell
-73.58205151298125,538.6014679544085,0.0,B cell
-57.33366501936018,-73.03286178208543,0.0,B cell
-380.77500524515824,-625.7391466334797,0.0,B cell
-268.2282350127715,-588.5680360531104,0.0,B cell
-245.20114423454345,-637.6700539104141,0.0,B cell
