x,y,z,type
-383.2262878179355,9.110468332552827,0.0,CAF
82.20665744052485,-96.90087797389974,0.0,CAF
-348.6387057216826,100.89330911304562,0.0,CAF
-382.6791972186164,-51.38117601247526,0.0,CAF
-330.30776735907517,27.475119239981545,0.0,CAF
-307.32165009707126,254.9128313147917,0.0,CAF
178.2872764476277,147.71772745093904,0.0,CAF
255.52454222115838,259.9169078306794,0.0,CAF
141.488482783051,296.26577593109283,0.0,CAF
60.11579849643613,-219.39620945387614,0.0,CAF
-53.21990216718318,331.5356381672575,0.0,CAF
270.51626335163513,-91.43547184478267,0.0,CAF
64.18398012543626,-161.60519553157076,0.0,CAF
-66.68400835961195,-152.88555266803087,0.0,CAF
-62.48612511001657,-332.0230408439617,0.0,CAF
322.50130906703686,99.5076862394304,0.0,CAF
-264.9240295651282,-121.40453168150042,0.0,CAF
264.0391441887074,-102.5174965580732,0.0,CAF
164.62497900497297,41.2888313933697,0.0,CAF
-66.79654348347847,253.42454786257102,0.0,CAF
354.0076537715392,118.7526186496374,0.0,CAF
-334.8655618339486,-156.91215527440215,0.0,CAF
242.2976600065869,216.88445828281058,0.0,CAF
-396.08075398679944,51.933657645169994,0.0,CAF
-70.95418727257812,-371.31393561086173,0.0,CAF
78.05885236042477,130.9338891924842,0.0,CAF
8.516133282633536,-252.56543700376915,0.0,CAF
135.02100522086326,53.65934877196632,0.0,CAF
161.03500027459253,220.5494668214695,0.0,CAF
-66.28266620528909,346.16160982970274,0.0,CAF
45.0931197450732,-151.30368184633843,0.0,CAF
220.8705395520402,-303.4530110992066,0.0,CAF
55.83361521934943,296.5329925286875,0.0,CAF
285.3456972951107,195.98200377260733,0.0,CAF
49.07328967389161,-69.4027533877322,0.0,CAF
-72.41595999878105,-98.84347865992184,0.0,CAF
172.45171246869975,263.8147014293149,0.0,CAF
-342.39352466132215,-129.91297217215308,0.0,CAF
260.0008025092557,-268.7340622596581,0.0,CAF
300.7161147991294,140.38842666990007,0.0,CAF
155.06350678477278,90.03057306928396,0.0,CAF
-26.106123292908578,174.70530808285974,0.0,CAF
-216.38666090723405,-306.91179931466024,0.0,CAF
58.830123962066914,121.06476860495751,0.0,CAF
134.1892577813589,-302.9266930355333,0.0,CAF
0.7896893952914057,-292.1651427472795,0.0,CAF
-240.82441151993405,-97.11239981594082,0.0,CAF
197.92056448312167,176.86430035736262,0.0,CAF
387.82232595740015,-28.757981963667113,0.0,CAF
-370.5281866482646,23.23305581855753,0.0,CAF
-355.2775821181873,110.34155094674922,0.0,CAF
254.96767702658653,-7.100209479008703,0.0,CAF
85.82067089978074,-98.75123211525364,0.0,CAF
-384.64610653207853,108.17431316414915,0.0,CAF
-133.07656126254633,74.46826709016928,0.0,CAF
236.624670248664,162.79415923888766,0.0,CAF
184.2166279257948,-91.66953785959663,0.0,CAF
158.85524922460715,-237.6633494205055,0.0,CAF
-81.31568181885918,205.37056981650937,0.0,CAF
7.9046672952146135,-378.7339154793316,0.0,CAF
31.448494038294186,-392.35907984414087,0.0,CAF
35.43661663734466,253.68194934476352,0.0,CAF
-80.08095246980034,-69.40737384413313,0.0,CAF
-10.29198318373318,325.61918091141814,0.0,CAF
60.87797457976375,-237.81077027506672,0.0,CAF
225.70098342536772,326.824189792999,0.0,CAF
-58.328235336088795,-104.39243949714515,0.0,CAF
-63.458063792786895,122.61037741927323,0.0,CAF
325.9186209133081,75.39728650167007,0.0,CAF
248.35431065028763,244.34416865974512,0.0,CAF
-154.46153153998938,-226.9736988305275,0.0,CAF
13.338354907936939,210.2009150283882,0.0,CAF
-151.35011840216387,-163.28732198343914,0.0,CAF
-200.02608307902074,118.59696756438599,0.0,CAF
-66.87088806737846,-177.68906221740215,0.0,CAF
-368.55911384904886,16.33974609287907,0.0,CAF
-36.69611900991111,95.21422193337528,0.0,CAF
155.41854137079616,202.5080957658346,0.0,CAF
-187.32964841144465,290.73029769978103,0.0,CAF
-16.37331379323927,-18.546981072519184,0.0,CAF
-22.421720248578193,-374.14231135497494,0.0,CAF
179.5200413319054,284.21729141783277,0.0,CAF
-55.58067421491223,-93.00871866264296,0.0,CAF
162.67052681063433,341.6690708072078,0.0,CAF
49.183530949276836,274.86320070953917,0.0,CAF
-316.8114625570332,-63.156873061634194,0.0,CAF
-91.59958204598065,364.32795184011945,0.0,CAF
-198.00467762872077,-319.02997161310844,0.0,CAF
245.92343150577182,-70.14787806930603,0.0,CAF
115.72150690098343,156.9676732469304,0.0,CAF
-183.35355824315516,-86.99953893534254,0.0,CAF
310.20056566591234,-162.2536991317747,0.0,CAF
171.7624814041718,345.26295448910247,0.0,CAF
-72.02601948468154,79.80701878516871,0.0,CAF
34.963727824227384,34.361231474956604,0.0,CAF
-227.69906580491124,-282.5291936547606,0.0,CAF
-120.98864303919652,-217.29741088237387,0.0,CAF
-107.98704461649575,-180.47348112202172,0.0,CAF
-167.56198992867135,-45.41800468623135,0.0,CAF
-5.531083252266823,-235.385438569542,0.0,CAF
384.27753791154987,88.12302843819337,0.0,CAF
381.38460243730145,-104.30028260140537,0.0,CAF
40.172280307112715,226.77820032798448,0.0,CAF
283.5929514118742,271.5979691304057,0.0,CAF
204.22782457918973,-79.1779491145763,0.0,CAF
179.01849384812704,-323.5264349370538,0.0,CAF
17.183168346769257,-183.3723321287269,0.0,CAF
287.692018687999,222.42148395050012,0.0,CAF
84.13284977878128,-222.52758749703455,0.0,CAF
-137.04153193537672,-111.96151890572636,0.0,CAF
-43.866277677985785,-384.24020465128166,0.0,CAF
183.36567577101735,-25.42679959462685,0.0,CAF
136.25609405436887,374.33663052729116,0.0,CAF
-131.75225779274504,-3.6284085591928834,0.0,CAF
0.843248667135332,-40.03266508888135,0.0,CAF
-341.30222816316484,151.12827803952595,0.0,CAF
