x,y,z,type
90.2527924215051,-87.67440749709289,0.0,CAF
171.01789591051482,-282.79951822722404,0.0,CAF
-56.36742674854543,193.0712451239536,0.0,CAF
-54.930453179707506,244.3350637517783,0.0,CAF
85.5408315086788,-309.8906834884746,0.0,CAF
244.30311845388132,-100.7668705624124,0.0,CAF
36.45050895964778,-196.8723693806806,0.0,CAF
-182.26612435925787,-142.44454995396453,0.0,CAF
10.760594899528796,233.5206806797129,0.0,CAF
-386.6645802150762,-63.10568221969442,0.0,CAF
36.966014435900824,355.5440849240456,0.0,CAF
96.55763324228184,-253.07000395019756,0.0,CAF
-135.570649049043,116.58450313416219,0.0,CAF
180.82565423892902,-311.55201878833697,0.0,CAF
-116.69518687363494,107.38449058345059,0.0,CAF
82.43434265437982,-163.94674102848415,0.0,CAF
-120.97764642126553,209.58662113979378,0.0,CAF
-349.0671557706151,137.86889460110842,0.0,CAF
-108.62822043501947,-96.36273505135924,0.0,CAF
126.43046755768323,59.772968220340054,0.0,CAF
266.37814459658375,-89.88148980810286,0.0,CAF
-188.2069772668629,-93.82867516414417,0.0,CAF
-301.29215537651254,-14.815794689486722,0.0,CAF
143.17335274571457,-227.5154074186339,0.0,CAF
175.40417669072679,-197.0452532177393,0.0,CAF
-132.5423635492057,-18.66004133728302,0.0,CAF
134.8085409546238,-66.29183754927858,0.0,CAF
332.8801434465961,143.39938106724728,0.0,CAF
285.16372731695225,245.81067233580814,0.0,CAF
-159.0349739857292,-110.7124306977246,0.0,CAF
-81.95411280270902,106.94486261005665,0.0,CAF
-90.12248645062817,20.605944420919887,0.0,CAF
-146.9842547634981,275.17857302181545,0.0,CAF
-279.4845037262101,190.64345301359538,0.0,CAF
107.6491512502755,-219.22878120267012,0.0,CAF
-274.50836776872814,-182.73832335733803,0.0,CAF
337.70054458337273,-5.634951429928693,0.0,CAF
88.84094214388337,-376.5130170691208,0.0,CAF
-15.093912974195964,100.75691462497528,0.0,CAF
-15.788325836756272,174.69231375262387,0.0,CAF
-53.80949487683669,89.8259220749656,0.0,CAF
206.0854760009048,-310.49606425083425,0.0,CAF
350.88812430606566,60.757467247590256,0.0,CAF
37.66094594511005,300.87270472745405,0.0,CAF
95.65864470853725,-65.08125153003085,0.0,CAF
-133.40109966676553,-161.04075258235977,0.0,CAF
