x,y,z,type
-310.7806217532199,-21.73685742259183,0.0,CD4
-298.6335466967135,-229.58607793675768,0.0,CD4
-284.46412501256685,71.32894579219449,0.0,CD4
116.4472778569531,-215.9478226346149,0.0,CD4
179.5929731930077,-328.81518680876036,0.0,CD4
-82.1272077544986,-314.84008249150554,0.0,CD4
197.4723927566547,153.97450823368163,0.0,CD4
188.3689839213556,-301.60107050010544,0.0,CD4
251.9919652921167,-238.79197451372985,0.0,CD8
-54.19584630797521,-347.42727320041854,0.0,CD8
219.69917163458433,187.8568998773855,0.0,CD8
289.4966106298823,-71.58964005042789,0.0,T-reg
-164.7128072471878,-345.30469814928347,0.0,T-reg
-144.92897787283158,-157.03246663165478,0.0,T-reg
53.70759967961037,17.880794194856275,0.0,epithelial_tumor
-106.45798247798196,79.62440680341592,0.0,epithelial_tumor
-80.6186977591712,-5.941035898916289,0.0,epithelial_tumor
-85.42463213614072,8.99968148327311,0.0,epithelial_tumor
-66.64088464298861,60.42144040262555,0.0,epithelial_tumor
66.07758567006977,-105.36619454917077,0.0,epithelial_tumor
73.13742722595819,21.540297945660694,0.0,epithelial_tumor_class1_class2
134.10790080183958,-47.359694823540856,0.0,epithelial_tumor_class1_class2
27.262644744506776,-41.69418280524261,0.0,epithelial_tumor_class1_class2
-15.402470201021105,51.07828371062448,0.0,epithelial_tumor_class1_class2
134.03637668651263,70.63203035334003,0.0,epithelial_tumor_class1_class2
72.58223985048576,131.8049902461944,0.0,epithelial_tumor_class1_class2
130.88785888323017,134.1257205413708,0.0,epithelial_tumor_class1_class2
106.76181132690051,104.483791415713,0.0,epithelial_tumor_class1_class2
-194.60681053725864,-22.799783084703396,0.0,epithelial_tumor_class1_class2
1.151377538227995,44.11879719305202,0.0,epithelial_tumor_class1_class2
-39.34400948893869,48.70684046993754,0.0,epithelial_tumor_class1_class2
41.89249929816227,-2.766399350912566,0.0,epithelial_tumor_class1_class2
-34.52960713898266,-78.85924323862812,0.0,epithelial_tumor_class1_class2
139.64639093954293,-46.36474884249318,0.0,epithelial_tumor_class1_class2
100.42880618683074,125.44696945317217,0.0,epithelial_tumor_class1_class2
-121.69094048982032,21.837902738261807,0.0,fibroblast
-140.63224188449377,-49.11053526317348,0.0,fibroblast
-50.09429456752232,-23.682992364391456,0.0,fibroblast
3.2101238514757195,12.537657276241893,0.0,fibroblast
-7.949110883611213,-163.5670657193457,0.0,fibroblast
158.22313554587186,25.26301743834413,0.0,fibroblast
-78.4588175452233,101.36945471585527,0.0,fibroblast
26.407506617132608,-137.4350997218229,0.0,fibroblast
-118.66076147247232,-50.37205287117662,0.0,fibroblast
-2.1715201466949337,30.91094133228641,0.0,fibroblast
-39.26558942196785,-108.9636532796324,0.0,fibroblast
